Fecha,Dosis,Por100
2020-12-15,50000,0.00357142857142857
2020-12-16,52433,0.00374521428571429
2020-12-17,60800,0.00434285714285714
2020-12-18,77059,0.00550421428571429
2020-12-19,102688,0.00733485714285714
2020-12-20,139488,0.00996342857142857
2020-12-21,189177,0.0135126428571429
2020-12-22,253473,0.0181052142857143
2020-12-23,334096,0.023864
2020-12-24,432765,0.0309117857142857
2020-12-25,551199,0.0393713571428571
2020-12-26,691116,0.0493654285714286
2020-12-27,854236,0.0610168571428571
2020-12-28,1042277,0.0744483571428571
2020-12-29,1256958,0.0897827142857143
2020-12-30,1500000,0.107142857142857
2020-12-31,4500000,0.321428571428571
2021-01-01,4600000,0.328571428571429
2021-01-02,5459349,0.3899535
2021-01-03,6238443,0.445603071428571
2021-01-04,6865316,0.490379714285714
2021-01-05,7368007,0.526286214285714
2021-01-06,7774551,0.555325071428571
2021-01-07,8100000,0.578571428571429
2021-01-08,8400000,0.6
2021-01-09,9000000,0.642857142857143
2021-01-10,9210000,0.657857142857143
2021-01-11,9480000,0.677142857142857
2021-01-12,9700000,0.692857142857143
2021-01-13,10000000,0.714285714285714
2021-01-14,10431246,0.745089
2021-01-15,10998601.9971446,0.785614428367473
2021-01-16,11677009,0.834072071428571
2021-01-17,12441411,0.888672214285714
2021-01-18,13266748,0.947624857142857
2021-01-19,14127964,1.00914028571429
2021-01-20,15000000,1.07142857142857
2021-01-21,16012569,1.14375492857143
2021-01-22,17230000,1.23071428571429
2021-01-23,18571196,1.326514
2021-01-24,19899000,1.42135714285714
2021-01-25,21110000,1.50785714285714
2021-01-26,22106030,1.57900214285714
2021-01-27,22767000,1.62621428571429
2021-01-28,23110000,1.65071428571429
2021-01-29,23480000,1.67714285714286
2021-01-30,23480000,1.67714285714286
2021-01-31,24000000,1.71428571428571
2021-02-01,25970000,1.855
2021-02-02,26324000,1.88028571428571
2021-02-03,31200000,2.22857142857143
2021-02-04,33094344,2.36388171428571
2021-02-05,34895659,2.49254707142857
2021-02-06,36570412,2.61217228571429
2021-02-07,38085074,2.72036242857143
2021-02-08,39406113,2.81472235714286
2021-02-09,40500000,2.89285714285714
2021-02-10,41428994,2.95921385714286
2021-02-11,42282696.2770731,3.02019259121951
2021-02-12,43068581.0624676,3.07632721874769
2021-02-13,43794124.8607149,3.12815177576535
2021-02-14,44466803.6080256,3.17620025771612
2021-02-15,45094093.2406105,3.22100666004361
2021-02-16,45683469.69468,3.26310497819143
2021-02-17,46242408.906445,3.30302920760322
2021-02-18,46778386.812116,3.34131334372257
2021-02-19,47298879.3479037,3.37849138199312
2021-02-20,47811362.4500187,3.41509731785848
2021-02-21,48323312.0546717,3.45166514676226
2021-02-22,48842204.0980733,3.48872886414809
2021-02-23,49375514.5164342,3.52682246545958
2021-02-24,49930719.2459649,3.56647994614035
2021-02-25,50515294.2228763,3.60823530163402
2021-02-26,51136715.3833788,3.6526225273842
2021-02-27,51802458.6636831,3.70017561883451
2021-02-28,52520000,3.75142857142857
2021-03-01,53264676.3757248,3.8046197411232
2021-03-02,54010393.5903977,3.85788525645698
2021-03-03,54762480.8044459,3.91160577174614
2021-03-04,55526267.1782971,3.96616194130693
2021-03-05,56307081.8723785,4.0219344194556
2021-03-06,57110254.0471176,4.0793038605084
2021-03-07,57941112.8629418,4.13865091878156
2021-03-08,58804987.4802787,4.20035624859133
2021-03-09,59707207.0595555,4.26480050425397
2021-03-10,60653100.7611998,4.3323643400857
2021-03-11,61647997.745639,4.40342841040278
2021-03-12,62697227.1733005,4.47837336952146
2021-03-13,63806118.2046117,4.55757987175798
2021-03-14,64980000,4.64142857142857
2021-03-15,66257702.6622302,4.73269304730216
2021-03-16,67679465.9890442,4.83424757064602
2021-03-17,69252733.6833351,4.94662383452393
2021-03-18,70984949.4479959,5.07035353199971
2021-03-19,72883556.9859198,5.20596835613713
2021-03-20,74956000,5.354
2021-03-21,77614000,5.54385714285714
2021-03-22,80460000,5.74714285714286
2021-03-23,82846000,5.91757142857143
2021-03-24,85859700,6.13283571428571
2021-03-25,91346000,6.52471428571429
2021-03-26,97470000,6.96214285714286
2021-03-27,102417000,7.3155
2021-03-28,106613000,7.61521428571429
2021-03-29,110962000,7.92585714285714
2021-03-30,114690000,8.19214285714286
2021-03-31,119821000,8.55864285714286
2021-04-01,126616000,9.044
2021-04-02,133801000,9.55721428571429
2021-04-03,136677000,9.76264285714286
2021-04-04,139970000,9.99785714285714
2021-04-05,142802000,10.2001428571429
2021-04-06,145392000,10.3851428571429
2021-04-07,149071000,10.6479285714286
2021-04-08,155150000,11.0821428571429
2021-04-09,161121000,11.5086428571429
2021-04-10,164471000,11.7479285714286
2021-04-11,167343000,11.9530714285714
2021-04-12,171928000,12.2805714285714
2021-04-13,175623000,12.5445
2021-04-14,179216000,12.8011428571429
2021-04-15,183536000,13.1097142857143
2021-04-16,187368000,13.3834285714286
2021-04-17,189809000,13.5577857142857
2021-04-18,192127000,13.7233571428571
2021-04-19,198965000,14.2117857142857
2021-04-20,198965000,14.2117857142857
2021-04-21,204191000,14.5850714285714
2021-04-22,216084000,15.4345714285714
2021-04-23,216084000,15.4345714285714
2021-04-24,220309000,15.7363571428571
2021-04-25,224901000,16.0643571428571
2021-04-26,229489000,16.3920714285714
2021-04-27,235976000,16.8554285714286
2021-04-28,243905000,17.4217857142857
2021-04-29,253463000,18.1045
2021-04-30,265064000,18.9331428571429
2021-05-01,270406000,19.3147142857143
2021-05-02,275338000,19.667
2021-05-03,279905000,19.9932142857143
2021-05-04,284595000,20.3282142857143
2021-05-05,289627000,20.6876428571429
2021-05-06,297734000,21.2667142857143
2021-05-07,308226000,22.0161428571429
2021-05-08,317586000,22.6847142857143
2021-05-09,324307000,23.1647857142857
2021-05-10,332964000,23.7831428571429
2021-05-11,342697000,24.4783571428571
2021-05-12,354272000,25.3051428571429
2021-05-13,366910000,26.2078571428571
2021-05-14,380633000,27.1880714285714
2021-05-15,392987000,28.0705
2021-05-16,406938000,29.067
2021-05-17,421991000,30.1422142857143
2021-05-18,435689000,31.1206428571429
2021-05-19,449511000,32.1079285714286
2021-05-20,466698000,33.3355714285714
2021-05-21,483343000,34.5245
2021-05-22,497272000,35.5194285714286
2021-05-23,510858000,36.4898571428571
2021-05-24,527253000,37.6609285714286
2021-05-25,546714000,39.051
2021-05-26,566723000,40.4802142857143
2021-05-27,584360000,41.74
2021-05-28,602991000,43.0707857142857
2021-05-29,620974000,44.3552857142857
2021-05-30,639172000,45.6551428571429
2021-05-31,661468000,47.2477142857143
2021-06-01,681908000,48.7077142857143
2021-06-02,704826000,50.3447142857143
2021-06-03,723486000,51.6775714285714
2021-06-04,744483000,53.1773571428571
2021-06-05,763065000,54.5046428571429
2021-06-06,777879000,55.5627857142857
2021-06-07,794134000,56.7238571428571
2021-06-08,808962000,57.783
2021-06-09,824856000,58.9182857142857
2021-06-10,845299000,60.3785
2021-06-11,863513000,61.6795
2021-06-12,878523000,62.7516428571429
2021-06-13,892770000,63.7692857142857
2021-06-14,904134000,64.581
2021-06-15,923910000,65.9935714285714
2021-06-16,945150000,67.5107142857143
2021-06-17,966652000,69.0465714285714
2021-06-18,990257000,70.7326428571429
2021-06-19,1010489000,72.1777857142857
2021-06-20,1029223000,73.5159285714286
2021-06-21,1049744000,74.9817142857143
2021-06-22,1071783000,76.5559285714286
2021-06-23,1095902000,78.2787142857143
2021-06-24,1120643000,80.0459285714286
2021-06-25,1143805000,81.7003571428571
2021-06-26,1165230000,83.2307142857143
2021-06-27,1185787000,84.6990714285714
2021-06-28,1206714000,86.1938571428571
2021-06-29,1225734000,87.5524285714286
2021-06-30,1244675000,88.9053571428572
2021-07-01,1264149000,90.2963571428571
2021-07-02,1283175000,91.6553571428571
2021-07-03,1296037000,92.5740714285714
2021-07-04,1305499000,93.2499285714286
2021-07-05,1318417000,94.1726428571429
2021-07-06,1331669000,95.1192142857143
2021-07-07,1342381000,95.8843571428571
2021-07-08,1354226000,96.7304285714286
2021-07-09,1365463000,97.5330714285714
2021-07-10,1374162000,98.1544285714286
2021-07-11,1382482000,98.7487142857143
2021-07-12,1391432000,99.388
2021-07-13,1402019000,100.144214285714
2021-07-14,1414609000,101.0435
2021-07-15,1426347000,101.881928571429
2021-07-16,1437623000,102.687357142857
2021-07-17,1447427000,103.387642857143
2021-07-18,1456557000,104.039785714286
2021-07-19,1467316000,104.808285714286
2021-07-20,1478484000,105.606
2021-07-21,1491605000,106.543214285714
2021-07-22,1507605000,107.686071428571
2021-07-23,1524897000,108.921214285714
2021-07-24,1538707000,109.907642857143
2021-07-25,1550268000,110.733428571429
2021-07-26,1565872000,111.848
2021-07-27,1583361000,113.097214285714
2021-07-28,1601249000,114.374928571429
2021-07-29,1619218000,115.658428571429
2021-07-30,1637395000,116.956785714286
2021-07-31,1652819000,118.0585
2021-08-01,1669527000,119.251928571429
2021-08-02,1688683000,120.620214285714
2021-08-03,1708356000,122.025428571429
2021-08-04,1726223000,123.301642857143
2021-08-05,1741812000,124.415142857143
2021-08-06,1757780000,125.555714285714
2021-08-07,1770304000,126.450285714286
2021-08-08,1782525000,127.323214285714
2021-08-09,1795049000,128.217785714286
2021-08-10,1808092000,129.149428571429
2021-08-11,1820238000,130.017
2021-08-12,1832450000,130.889285714286
2021-08-13,1844382000,131.741571428571
2021-08-14,1853839000,132.417071428571
2021-08-15,1862928000,133.066285714286
2021-08-16,1875371000,133.955071428571
2021-08-17,1887273000,134.805214285714
2021-08-18,1900127000,135.723357142857
2021-08-19,1912419000,136.601357142857
2021-08-20,1924390000,137.456428571429
2021-08-21,1935869000,138.276357142857
2021-08-22,1946954000,139.068142857143
2021-08-23,1961893000,140.135214285714
2021-08-24,1975738000,141.124142857143
2021-08-25,1988433000,142.030928571429
2021-08-26,2003914000,143.136714285714
2021-08-27,2019549000,144.2535
2021-08-28,2032934000,145.209571428571
2021-08-29,2044625000,146.044642857143
2021-08-30,2055966000,146.854714285714
2021-08-31,2067589000,147.684928571429
2021-09-01,2076428000,148.316285714286
2021-09-02,2084650000,148.903571428571
2021-09-03,2092174000,149.441
2021-09-04,2100387000,150.027642857143
2021-09-05,2107445000,150.531785714286
2021-09-06,2113083000,150.9345
2021-09-07,2119025000,151.358928571429
2021-09-08,2124582000,151.755857142857
2021-09-09,2129833000,152.130928571429
2021-09-10,2135240000,152.517142857143
2021-09-11,2142580000,153.041428571429
2021-09-12,2148120000,153.437142857143
2021-09-13,2156252000,154.018
2021-09-14,2156938000,154.067
2021-09-15,2161428000,154.387714285714
2021-09-16,2165679000,154.691357142857
2021-09-17,2170017000,155.001214285714
2021-09-18,2174043000,155.288785714286
2021-09-19,2177638000,155.545571428571
2021-09-20,2180986000,155.784714285714
2021-09-21,2182604000,155.900285714286
2021-09-22,2186583000,156.1845
2021-09-23,2190792000,156.485142857143
2021-09-24,2194467000,156.747642857143
2021-09-25,2197689000,156.977785714286
2021-09-26,2200202000,157.157285714286
2021-09-27,2203185000,157.370357142857
2021-09-28,2206054000,157.575285714286
2021-09-29,2208921000,157.780071428571
2021-09-30,2211452000,157.960857142857
2021-10-01,2212206000,158.014714285714
2021-10-02,2212961000,158.068642857143
2021-10-03,2213691000,158.120785714286
2021-10-04,2214564000,158.183142857143
2021-10-05,2215428000,158.244857142857
2021-10-06,2216382000,158.313
2021-10-07,2217563000,158.397357142857
2021-10-08,2218826000,158.487571428571
2021-10-09,2220128000,158.580571428571
2021-10-10,2221245000,158.660357142857
2021-10-11,2222666000,158.761857142857
2021-10-12,2224081000,158.862928571429
2021-10-13,2225504000,158.964571428571
2021-10-14,2227334000,159.095285714286
2021-10-15,2229212000,159.229428571429
2021-10-16,2230567000,159.326214285714
2021-10-17,2232088000,159.434857142857
2021-10-18,2234096000,159.578285714286
2021-10-19,2236226000,159.730428571429
2021-10-20,2238325000,159.880357142857
2021-10-21,2240550000,160.039285714286
2021-10-22,2243018000,160.215571428571
2021-10-23,2244727000,160.337642857143
2021-10-24,2246217000,160.444071428571
2021-10-25,2248688000,160.620571428571
2021-10-26,2251339000,160.809928571429
2021-10-27,2254252000,161.018
2021-10-28,2257584000,161.256
2021-10-29,2262226000,161.587571428571
2021-10-30,2268362000,162.025857142857
2021-10-31,2274072000,162.433714285714
2021-11-01,2279422000,162.815857142857
2021-11-02,2285954000,163.282428571429
2021-11-03,2302679000,164.477071428571
2021-11-04,2311626000,165.116142857143
2021-11-05,2322102000,165.864428571429
2021-11-06,2322102000,165.864428571429
2021-11-07,2330726000,166.480428571429
2021-11-08,2338493000,167.035214285714
2021-11-09,2346831000,167.630785714286
2021-11-10,2355525000,168.251785714286
2021-11-11,2364032000,168.859428571429
2021-11-12,2372713000,169.4795
2021-11-13,2382213300,170.158092857143
2021-11-14,2389568000,170.683428571429
2021-11-15,2396045000,171.146071428571
2021-11-16,2402897000,171.6355
2021-11-17,2409784000,172.127428571429
2021-11-18,2416179000,172.584214285714
2021-11-19,2422908000,173.064857142857
2021-11-20,2430743000,173.6245
2021-11-21,2437252000,174.089428571429
2021-11-22,2442786000,174.484714285714
2021-11-23,2449427000,174.959071428571
2021-11-24,2456617000,175.472642857143
2021-11-25,2464330000,176.023571428571
2021-11-26,2472847000,176.631928571429
2021-11-27,2482895000,177.349642857143
2021-11-28,2492041000,178.002928571429
2021-11-29,2499813000,178.558071428571
2021-11-30,2507975000,179.141071428571
2021-12-01,2516380000,179.741428571429
2021-12-02,2524363000,180.311642857143
2021-12-03,2532799000,180.914214285714
2021-12-04,2543424000,181.673142857143
2021-12-05,2553028000,182.359142857143
2021-12-06,2560117000,182.8655
2021-12-07,2567552000,183.396571428571
2021-12-08,2574930000,183.923571428571
2021-12-09,2582740000,184.481428571429
2021-12-10,2591879000,185.134214285714
2021-12-11,2602703000,185.907357142857
2021-12-12,2612218000,186.587
2021-12-13,2621190000,187.227857142857
2021-12-14,2630204000,187.871714285714
2021-12-15,2640059000,188.575642857143
2021-12-16,2650561000,189.325785714286
2021-12-17,2661838000,190.131285714286
2021-12-18,2673688000,190.977714285714
2021-12-19,2684290000,191.735
2021-12-20,2695181000,192.512928571429
2021-12-21,2706676000,193.334
2021-12-22,2719459000,194.247071428571
2021-12-23,2732274900,195.162492857143
2021-12-24,2745877000,196.134071428571
2021-12-25,2758094000,197.006714285714
2021-12-26,2769530000,197.823571428571
2021-12-27,2781869000,198.704928571429
2021-12-28,2795716000,199.694
2021-12-29,2810118000,200.722714285714
2021-12-30,2823418000,201.672714285714
2021-12-31,2835332000,202.523714285714
