,Casos,Defunciones,Casospor100k,Defpor100k,FECHAS
2020-12-11,69.0,18.0,4.810766076150941,1.2549824546480715,2020-12-11
2020-12-12,88.0,18.0,6.135469778279461,1.2549824546480715,2020-12-12
2020-12-13,70.0,12.0,4.88048732363139,0.836654969765381,2020-12-13
2020-12-14,88.0,15.0,6.135469778279461,1.0458187122067264,2020-12-14
2020-12-15,105.0,7.0,7.320730985447084,0.48804873236313895,2020-12-15
2020-12-16,95.0,7.0,6.6235185106426,0.48804873236313895,2020-12-16
2020-12-17,75.0,21.0,5.229093561033632,1.4641461970894167,2020-12-17
2020-12-18,74.0,12.0,5.159372313553183,0.836654969765381,2020-12-18
2020-12-19,50.0,7.0,3.486062374022421,0.48804873236313895,2020-12-19
2020-12-20,79.0,8.0,5.507978550955425,0.5577699798435873,2020-12-20
2020-12-21,65.0,7.0,4.531881086229148,0.48804873236313895,2020-12-21
2020-12-22,53.0,13.0,3.695226116463766,0.9063762172458294,2020-12-22
2020-12-23,54.0,9.0,3.7649473639442146,0.6274912273240357,2020-12-23
2020-12-24,82.0,8.0,5.71714229339677,0.5577699798435873,2020-12-24
2020-12-25,73.0,12.0,5.089651066072735,0.836654969765381,2020-12-25
2020-12-26,68.0,6.0,4.741044828670493,0.4183274848826905,2020-12-26
2020-12-27,58.0,8.0,4.043832353866009,0.5577699798435873,2020-12-27
2020-12-28,106.0,7.0,7.390452232927532,0.48804873236313895,2020-12-28
2020-12-29,75.0,6.0,5.229093561033632,0.4183274848826905,2020-12-29
2020-12-30,89.0,8.0,6.205191025759909,0.5577699798435873,2020-12-30
2020-12-31,68.0,5.0,4.741044828670493,0.3486062374022421,2020-12-31
2021-01-01,95.0,12.0,6.6235185106426,0.836654969765381,2021-01-01
2021-01-02,73.0,13.0,5.089651066072735,0.9063762172458294,2021-01-02
2021-01-03,76.0,6.0,5.29881480851408,0.4183274848826905,2021-01-03
2021-01-04,103.0,8.0,7.181288490486187,0.5577699798435873,2021-01-04
2021-01-05,99.0,7.0,6.902403500564393,0.48804873236313895,2021-01-05
2021-01-06,78.0,5.0,5.438257303474977,0.3486062374022421,2021-01-06
2021-01-07,61.0,5.0,4.252996096307354,0.3486062374022421,2021-01-07
2021-01-08,58.0,8.0,4.043832353866009,0.5577699798435873,2021-01-08
2021-01-09,65.0,8.0,4.531881086229148,0.5577699798435873,2021-01-09
2021-01-10,75.0,9.0,5.229093561033632,0.6274912273240357,2021-01-10
2021-01-11,65.0,8.0,4.531881086229148,0.5577699798435873,2021-01-11
2021-01-12,79.0,7.0,5.507978550955425,0.48804873236313895,2021-01-12
2021-01-13,53.0,12.0,3.695226116463766,0.836654969765381,2021-01-13
2021-01-14,63.0,16.0,4.392438591268251,1.1155399596871747,2021-01-14
2021-01-15,72.0,7.0,5.019929818592286,0.48804873236313895,2021-01-15
2021-01-16,55.0,5.0,3.834668611424663,0.3486062374022421,2021-01-16
2021-01-17,63.0,10.0,4.392438591268251,0.6972124748044842,2021-01-17
2021-01-18,72.0,13.0,5.019929818592286,0.9063762172458294,2021-01-18
2021-01-19,51.0,14.0,3.5557836215028695,0.9760974647262779,2021-01-19
2021-01-20,69.0,8.0,4.810766076150941,0.5577699798435873,2021-01-20
2021-01-21,65.0,4.0,4.531881086229148,0.27888498992179367,2021-01-21
2021-01-22,53.0,7.0,3.695226116463766,0.48804873236313895,2021-01-22
2021-01-23,41.0,6.0,2.858571146698385,0.4183274848826905,2021-01-23
2021-01-24,38.0,8.0,2.64940740425704,0.5577699798435873,2021-01-24
2021-01-25,68.0,10.0,4.741044828670493,0.6972124748044842,2021-01-25
2021-01-26,42.0,12.0,2.9282923941788335,0.836654969765381,2021-01-26
2021-01-27,34.0,8.0,2.3705224143352464,0.5577699798435873,2021-01-27
2021-01-28,48.0,4.0,3.346619879061524,0.27888498992179367,2021-01-28
2021-01-29,41.0,7.0,2.858571146698385,0.48804873236313895,2021-01-29
2021-01-30,31.0,8.0,2.161358671893901,0.5577699798435873,2021-01-30
2021-01-31,52.0,4.0,3.6255048689833176,0.27888498992179367,2021-01-31
2021-02-01,79.0,9.0,5.507978550955425,0.6274912273240357,2021-02-01
2021-02-02,64.0,8.0,4.462159838748699,0.5577699798435873,2021-02-02
2021-02-03,42.0,3.0,2.9282923941788335,0.20916374244134525,2021-02-03
2021-02-04,33.0,6.0,2.300801166854798,0.4183274848826905,2021-02-04
2021-02-05,44.0,4.0,3.0677348891397305,0.27888498992179367,2021-02-05
2021-02-06,34.0,2.0,2.3705224143352464,0.13944249496089683,2021-02-06
2021-02-07,40.0,4.0,2.788849899217937,0.27888498992179367,2021-02-07
2021-02-08,47.0,3.0,3.2768986315810755,0.20916374244134525,2021-02-08
2021-02-09,36.0,6.0,2.509964909296143,0.4183274848826905,2021-02-09
2021-02-10,46.0,5.0,3.2071773841006275,0.3486062374022421,2021-02-10
2021-02-11,26.0,5.0,1.8127524344916588,0.3486062374022421,2021-02-11
2021-02-12,32.0,5.0,2.2310799193743494,0.3486062374022421,2021-02-12
2021-02-13,23.0,1.0,1.6035886920503137,0.06972124748044842,2021-02-13
2021-02-14,26.0,5.0,1.8127524344916588,0.3486062374022421,2021-02-14
2021-02-15,56.0,2.0,3.9043898589051116,0.13944249496089683,2021-02-15
2021-02-16,38.0,6.0,2.64940740425704,0.4183274848826905,2021-02-16
2021-02-17,34.0,6.0,2.3705224143352464,0.4183274848826905,2021-02-17
2021-02-18,21.0,5.0,1.4641461970894167,0.3486062374022421,2021-02-18
2021-02-19,41.0,2.0,2.858571146698385,0.13944249496089683,2021-02-19
2021-02-20,33.0,2.0,2.300801166854798,0.13944249496089683,2021-02-20
2021-02-21,18.0,6.0,1.2549824546480715,0.4183274848826905,2021-02-21
2021-02-22,29.0,4.0,2.0219161769330043,0.27888498992179367,2021-02-22
2021-02-23,22.0,2.0,1.5338674445698652,0.13944249496089683,2021-02-23
2021-02-24,35.0,5.0,2.440243661815695,0.3486062374022421,2021-02-24
2021-02-25,24.0,3.0,1.673309939530762,0.20916374244134525,2021-02-25
2021-02-26,31.0,3.0,2.161358671893901,0.20916374244134525,2021-02-26
2021-02-27,24.0,3.0,1.673309939530762,0.20916374244134525,2021-02-27
2021-02-28,29.0,3.0,2.0219161769330043,0.20916374244134525,2021-02-28
2021-03-01,40.0,2.0,2.788849899217937,0.13944249496089683,2021-03-01
2021-03-02,32.0,0.0,2.2310799193743494,0.0,2021-03-02
2021-03-03,29.0,2.0,2.0219161769330043,0.13944249496089683,2021-03-03
2021-03-04,30.0,4.0,2.091637424413453,0.27888498992179367,2021-03-04
2021-03-05,17.0,4.0,1.1852612071676232,0.27888498992179367,2021-03-05
2021-03-06,28.0,3.0,1.9521949294525558,0.20916374244134525,2021-03-06
2021-03-07,20.0,4.0,1.3944249496089685,0.27888498992179367,2021-03-07
2021-03-08,31.0,0.0,2.161358671893901,0.0,2021-03-08
2021-03-09,29.0,2.0,2.0219161769330043,0.13944249496089683,2021-03-09
2021-03-10,42.0,2.0,2.9282923941788335,0.13944249496089683,2021-03-10
2021-03-11,17.0,5.0,1.1852612071676232,0.3486062374022421,2021-03-11
2021-03-12,17.0,3.0,1.1852612071676232,0.20916374244134525,2021-03-12
2021-03-13,20.0,4.0,1.3944249496089685,0.27888498992179367,2021-03-13
2021-03-14,17.0,3.0,1.1852612071676232,0.20916374244134525,2021-03-14
2021-03-15,26.0,3.0,1.8127524344916588,0.20916374244134525,2021-03-15
2021-03-16,19.0,3.0,1.32470370212852,0.20916374244134525,2021-03-16
2021-03-17,29.0,4.0,2.0219161769330043,0.27888498992179367,2021-03-17
2021-03-18,19.0,3.0,1.32470370212852,0.20916374244134525,2021-03-18
2021-03-19,21.0,2.0,1.4641461970894167,0.13944249496089683,2021-03-19
2021-03-20,22.0,1.0,1.5338674445698652,0.06972124748044842,2021-03-20
2021-03-21,28.0,3.0,1.9521949294525558,0.20916374244134525,2021-03-21
2021-03-22,36.0,3.0,2.509964909296143,0.20916374244134525,2021-03-22
2021-03-23,21.0,3.0,1.4641461970894167,0.20916374244134525,2021-03-23
2021-03-24,19.0,0.0,1.32470370212852,0.0,2021-03-24
2021-03-25,15.0,0.0,1.0458187122067264,0.0,2021-03-25
2021-03-26,34.0,3.0,2.3705224143352464,0.20916374244134525,2021-03-26
2021-03-27,17.0,2.0,1.1852612071676232,0.13944249496089683,2021-03-27
2021-03-28,21.0,1.0,1.4641461970894167,0.06972124748044842,2021-03-28
2021-03-29,13.0,3.0,0.9063762172458294,0.20916374244134525,2021-03-29
2021-03-30,16.0,5.0,1.1155399596871747,0.3486062374022421,2021-03-30
2021-03-31,13.0,2.0,0.9063762172458294,0.13944249496089683,2021-03-31
2021-04-01,15.0,0.0,1.0458187122067264,0.0,2021-04-01
2021-04-02,10.0,2.0,0.6972124748044842,0.13944249496089683,2021-04-02
2021-04-03,16.0,4.0,1.1155399596871747,0.27888498992179367,2021-04-03
2021-04-04,18.0,1.0,1.2549824546480715,0.06972124748044842,2021-04-04
2021-04-05,27.0,4.0,1.8824736819721073,0.27888498992179367,2021-04-05
2021-04-06,28.0,3.0,1.9521949294525558,0.20916374244134525,2021-04-06
2021-04-07,23.0,0.0,1.6035886920503137,0.0,2021-04-07
2021-04-08,16.0,3.0,1.1155399596871747,0.20916374244134525,2021-04-08
2021-04-09,16.0,2.0,1.1155399596871747,0.13944249496089683,2021-04-09
2021-04-10,37.0,0.0,2.5796861567765914,0.0,2021-04-10
2021-04-11,22.0,0.0,1.5338674445698652,0.0,2021-04-11
2021-04-12,36.0,1.0,2.509964909296143,0.06972124748044842,2021-04-12
2021-04-13,20.0,1.0,1.3944249496089685,0.06972124748044842,2021-04-13
2021-04-14,20.0,2.0,1.3944249496089685,0.13944249496089683,2021-04-14
2021-04-15,19.0,1.0,1.32470370212852,0.06972124748044842,2021-04-15
2021-04-16,26.0,2.0,1.8127524344916588,0.13944249496089683,2021-04-16
2021-04-17,13.0,0.0,0.9063762172458294,0.0,2021-04-17
2021-04-18,18.0,1.0,1.2549824546480715,0.06972124748044842,2021-04-18
2021-04-19,16.0,2.0,1.1155399596871747,0.13944249496089683,2021-04-19
2021-04-20,29.0,0.0,2.0219161769330043,0.0,2021-04-20
2021-04-21,11.0,1.0,0.7669337222849326,0.06972124748044842,2021-04-21
2021-04-22,16.0,0.0,1.1155399596871747,0.0,2021-04-22
2021-04-23,10.0,1.0,0.6972124748044842,0.06972124748044842,2021-04-23
2021-04-24,20.0,0.0,1.3944249496089685,0.0,2021-04-24
2021-04-25,16.0,0.0,1.1155399596871747,0.0,2021-04-25
2021-04-26,15.0,1.0,1.0458187122067264,0.06972124748044842,2021-04-26
2021-04-27,20.0,0.0,1.3944249496089685,0.0,2021-04-27
2021-04-28,12.0,1.0,0.836654969765381,0.06972124748044842,2021-04-28
2021-04-29,5.0,1.0,0.3486062374022421,0.06972124748044842,2021-04-29
2021-04-30,11.0,1.0,0.7669337222849326,0.06972124748044842,2021-04-30
2021-05-01,23.0,1.0,1.6035886920503137,0.06972124748044842,2021-05-01
2021-05-02,5.0,2.0,0.3486062374022421,0.13944249496089683,2021-05-02
2021-05-03,19.0,1.0,1.32470370212852,0.06972124748044842,2021-05-03
2021-05-04,8.0,0.0,0.5577699798435873,0.0,2021-05-04
2021-05-05,14.0,0.0,0.9760974647262779,0.0,2021-05-05
2021-05-06,9.0,0.0,0.6274912273240357,0.0,2021-05-06
2021-05-07,13.0,1.0,0.9063762172458294,0.06972124748044842,2021-05-07
2021-05-08,4.0,1.0,0.27888498992179367,0.06972124748044842,2021-05-08
2021-05-09,13.0,1.0,0.9063762172458294,0.06972124748044842,2021-05-09
2021-05-10,11.0,2.0,0.7669337222849326,0.13944249496089683,2021-05-10
2021-05-11,16.0,1.0,1.1155399596871747,0.06972124748044842,2021-05-11
2021-05-12,8.0,2.0,0.5577699798435873,0.13944249496089683,2021-05-12
2021-05-13,11.0,2.0,0.7669337222849326,0.13944249496089683,2021-05-13
2021-05-14,11.0,1.0,0.7669337222849326,0.06972124748044842,2021-05-14
2021-05-15,12.0,1.0,0.836654969765381,0.06972124748044842,2021-05-15
2021-05-16,10.0,0.0,0.6972124748044842,0.0,2021-05-16
2021-05-17,10.0,1.0,0.6972124748044842,0.06972124748044842,2021-05-17
2021-05-18,15.0,0.0,1.0458187122067264,0.0,2021-05-18
2021-05-19,13.0,1.0,0.9063762172458294,0.06972124748044842,2021-05-19
2021-05-20,11.0,1.0,0.7669337222849326,0.06972124748044842,2021-05-20
2021-05-21,2.0,0.0,0.13944249496089683,0.0,2021-05-21
2021-05-22,4.0,0.0,0.27888498992179367,0.0,2021-05-22
2021-05-23,15.0,0.0,1.0458187122067264,0.0,2021-05-23
2021-05-24,10.0,3.0,0.6972124748044842,0.20916374244134525,2021-05-24
2021-05-25,12.0,0.0,0.836654969765381,0.0,2021-05-25
2021-05-26,8.0,0.0,0.5577699798435873,0.0,2021-05-26
2021-05-27,7.0,0.0,0.48804873236313895,0.0,2021-05-27
2021-05-28,4.0,0.0,0.27888498992179367,0.0,2021-05-28
2021-05-29,7.0,1.0,0.48804873236313895,0.06972124748044842,2021-05-29
2021-05-30,8.0,1.0,0.5577699798435873,0.06972124748044842,2021-05-30
2021-05-31,8.0,0.0,0.5577699798435873,0.0,2021-05-31
2021-06-01,12.0,1.0,0.836654969765381,0.06972124748044842,2021-06-01
2021-06-02,6.0,2.0,0.4183274848826905,0.13944249496089683,2021-06-02
2021-06-03,7.0,0.0,0.48804873236313895,0.0,2021-06-03
2021-06-04,3.0,0.0,0.20916374244134525,0.0,2021-06-04
2021-06-05,8.0,0.0,0.5577699798435873,0.0,2021-06-05
2021-06-06,5.0,0.0,0.3486062374022421,0.0,2021-06-06
2021-06-07,3.0,0.0,0.20916374244134525,0.0,2021-06-07
2021-06-08,2.0,1.0,0.13944249496089683,0.06972124748044842,2021-06-08
2021-06-09,8.0,0.0,0.5577699798435873,0.0,2021-06-09
2021-06-10,5.0,0.0,0.3486062374022421,0.0,2021-06-10
2021-06-11,3.0,2.0,0.20916374244134525,0.13944249496089683,2021-06-11
2021-06-12,2.0,0.0,0.13944249496089683,0.0,2021-06-12
2021-06-13,1.0,1.0,0.06972124748044842,0.06972124748044842,2021-06-13
2021-06-14,3.0,0.0,0.20916374244134525,0.0,2021-06-14
2021-06-15,4.0,0.0,0.27888498992179367,0.0,2021-06-15
2021-06-16,3.0,0.0,0.20916374244134525,0.0,2021-06-16
2021-06-17,1.0,0.0,0.06972124748044842,0.0,2021-06-17
2021-06-18,3.0,1.0,0.20916374244134525,0.06972124748044842,2021-06-18
2021-06-19,3.0,0.0,0.20916374244134525,0.0,2021-06-19
2021-06-20,9.0,0.0,0.6274912273240357,0.0,2021-06-20
2021-06-21,2.0,1.0,0.13944249496089683,0.06972124748044842,2021-06-21
2021-06-22,4.0,0.0,0.27888498992179367,0.0,2021-06-22
2021-06-23,5.0,0.0,0.3486062374022421,0.0,2021-06-23
2021-06-24,3.0,0.0,0.20916374244134525,0.0,2021-06-24
2021-06-25,3.0,0.0,0.20916374244134525,0.0,2021-06-25
2021-06-26,6.0,0.0,0.4183274848826905,0.0,2021-06-26
2021-06-27,4.0,0.0,0.27888498992179367,0.0,2021-06-27
2021-06-28,13.0,0.0,0.9063762172458294,0.0,2021-06-28
2021-06-29,5.0,0.0,0.3486062374022421,0.0,2021-06-29
2021-06-30,11.0,0.0,0.7669337222849326,0.0,2021-06-30
2021-07-01,9.0,0.0,0.6274912273240357,0.0,2021-07-01
2021-07-02,10.0,0.0,0.6972124748044842,0.0,2021-07-02
2021-07-03,6.0,0.0,0.4183274848826905,0.0,2021-07-03
2021-07-04,12.0,0.0,0.836654969765381,0.0,2021-07-04
2021-07-05,21.0,0.0,1.4641461970894167,0.0,2021-07-05
2021-07-06,13.0,0.0,0.9063762172458294,0.0,2021-07-06
2021-07-07,26.0,0.0,1.8127524344916588,0.0,2021-07-07
2021-07-08,17.0,0.0,1.1852612071676232,0.0,2021-07-08
2021-07-09,23.0,1.0,1.6035886920503137,0.06972124748044842,2021-07-09
2021-07-10,32.0,0.0,2.2310799193743494,0.0,2021-07-10
2021-07-11,19.0,0.0,1.32470370212852,0.0,2021-07-11
2021-07-12,23.0,0.0,1.6035886920503137,0.0,2021-07-12
2021-07-13,33.0,0.0,2.300801166854798,0.0,2021-07-13
2021-07-14,33.0,0.0,2.300801166854798,0.0,2021-07-14
2021-07-15,21.0,1.0,1.4641461970894167,0.06972124748044842,2021-07-15
2021-07-16,33.0,0.0,2.300801166854798,0.0,2021-07-16
2021-07-17,37.0,0.0,2.5796861567765914,0.0,2021-07-17
2021-07-18,52.0,1.0,3.6255048689833176,0.06972124748044842,2021-07-18
2021-07-19,57.0,1.0,3.97411110638556,0.06972124748044842,2021-07-19
2021-07-20,39.0,2.0,2.7191286517374884,0.13944249496089683,2021-07-20
2021-07-21,33.0,1.0,2.300801166854798,0.06972124748044842,2021-07-21
2021-07-22,32.0,1.0,2.2310799193743494,0.06972124748044842,2021-07-22
2021-07-23,30.0,0.0,2.091637424413453,0.0,2021-07-23
2021-07-24,16.0,0.0,1.1155399596871747,0.0,2021-07-24
2021-07-25,64.0,1.0,4.462159838748699,0.06972124748044842,2021-07-25
2021-07-26,59.0,0.0,4.113553601346457,0.0,2021-07-26
2021-07-27,51.0,1.0,3.5557836215028695,0.06972124748044842,2021-07-27
2021-07-28,59.0,0.0,4.113553601346457,0.0,2021-07-28
2021-07-29,38.0,1.0,2.64940740425704,0.06972124748044842,2021-07-29
2021-07-30,33.0,2.0,2.300801166854798,0.13944249496089683,2021-07-30
2021-07-31,24.0,1.0,1.673309939530762,0.06972124748044842,2021-07-31
2021-08-01,65.0,1.0,4.531881086229148,0.06972124748044842,2021-08-01
2021-08-02,86.0,1.0,5.996027283318564,0.06972124748044842,2021-08-02
2021-08-03,56.0,1.0,3.9043898589051116,0.06972124748044842,2021-08-03
2021-08-04,54.0,1.0,3.7649473639442146,0.06972124748044842,2021-08-04
2021-08-05,55.0,0.0,3.834668611424663,0.0,2021-08-05
2021-08-06,43.0,0.0,2.998013641659282,0.0,2021-08-06
2021-08-07,51.0,0.0,3.5557836215028695,0.0,2021-08-07
2021-08-08,58.0,3.0,4.043832353866009,0.20916374244134525,2021-08-08
2021-08-09,80.0,2.0,5.577699798435874,0.13944249496089683,2021-08-09
2021-08-10,83.0,0.0,5.786863540877219,0.0,2021-08-10
2021-08-11,69.0,3.0,4.810766076150941,0.20916374244134525,2021-08-11
2021-08-12,53.0,1.0,3.695226116463766,0.06972124748044842,2021-08-12
2021-08-13,73.0,2.0,5.089651066072735,0.13944249496089683,2021-08-13
2021-08-14,47.0,0.0,3.2768986315810755,0.0,2021-08-14
2021-08-15,65.0,3.0,4.531881086229148,0.20916374244134525,2021-08-15
2021-08-16,87.0,1.0,6.065748530799013,0.06972124748044842,2021-08-16
2021-08-17,73.0,2.0,5.089651066072735,0.13944249496089683,2021-08-17
2021-08-18,45.0,5.0,3.137456136620179,0.3486062374022421,2021-08-18
2021-08-19,57.0,3.0,3.97411110638556,0.20916374244134525,2021-08-19
2021-08-20,71.0,4.0,4.950208571111838,0.27888498992179367,2021-08-20
2021-08-21,50.0,3.0,3.486062374022421,0.20916374244134525,2021-08-21
2021-08-22,58.0,6.0,4.043832353866009,0.4183274848826905,2021-08-22
2021-08-23,58.0,2.0,4.043832353866009,0.13944249496089683,2021-08-23
2021-08-24,72.0,1.0,5.019929818592286,0.06972124748044842,2021-08-24
2021-08-25,67.0,2.0,4.671323581190044,0.13944249496089683,2021-08-25
2021-08-26,57.0,3.0,3.97411110638556,0.20916374244134525,2021-08-26
2021-08-27,65.0,3.0,4.531881086229148,0.20916374244134525,2021-08-27
2021-08-28,51.0,3.0,3.5557836215028695,0.20916374244134525,2021-08-28
2021-08-29,57.0,2.0,3.97411110638556,0.13944249496089683,2021-08-29
2021-08-30,83.0,3.0,5.786863540877219,0.20916374244134525,2021-08-30
2021-08-31,82.0,1.0,5.71714229339677,0.06972124748044842,2021-08-31
2021-09-01,78.0,2.0,5.438257303474977,0.13944249496089683,2021-09-01
2021-09-02,57.0,3.0,3.97411110638556,0.20916374244134525,2021-09-02
2021-09-03,39.0,3.0,2.7191286517374884,0.20916374244134525,2021-09-03
2021-09-04,51.0,6.0,3.5557836215028695,0.4183274848826905,2021-09-04
2021-09-05,61.0,8.0,4.252996096307354,0.5577699798435873,2021-09-05
2021-09-06,53.0,3.0,3.695226116463766,0.20916374244134525,2021-09-06
2021-09-07,40.0,0.0,2.788849899217937,0.0,2021-09-07
2021-09-08,26.0,0.0,1.8127524344916588,0.0,2021-09-08
2021-09-09,20.0,1.0,1.3944249496089685,0.06972124748044842,2021-09-09
2021-09-10,6.0,0.0,0.4183274848826905,0.0,2021-09-10
2021-09-11,1.0,0.0,0.06972124748044842,0.0,2021-09-11
